,e1,e2,sim
24,http://dbpedia.org/resource/RVVH,http://yago-knowledge.org/resource/RVVH,1.0
25,http://dbpedia.org/resource/Alfio_Basile,http://yago-knowledge.org/resource/Alfio_Basile,1.0
26,http://dbpedia.org/resource/Zhang_Xiaofei,http://yago-knowledge.org/resource/Zhang_Xiaofei,1.0
27,http://dbpedia.org/resource/Morgan_Schneiderlin,http://yago-knowledge.org/resource/Morgan_Schneiderlin,1.0
28,"http://dbpedia.org/resource/Goldenrod,_Florida","http://yago-knowledge.org/resource/Goldenrod,_Florida",1.0
29,http://dbpedia.org/resource/Philipp_Langen,http://yago-knowledge.org/resource/Philipp_Langen,1.0
30,http://dbpedia.org/resource/Inverkeithing,http://yago-knowledge.org/resource/Inverkeithing,1.0
31,http://dbpedia.org/resource/Dieter_Hochheimer,http://yago-knowledge.org/resource/Dieter_Hochheimer,1.0
32,http://dbpedia.org/resource/Frederikshavn_fI,http://yago-knowledge.org/resource/Frederikshavn_fI,1.0
33,http://dbpedia.org/resource/Darren_McGeouch,http://yago-knowledge.org/resource/Darren_McGeouch,1.0
34,http://dbpedia.org/resource/Richmond_Forson,http://yago-knowledge.org/resource/Richmond_Forson,1.0
35,http://dbpedia.org/resource/Adel_Kolahkaj,http://yago-knowledge.org/resource/Adel_Kolahkaj,1.0
36,http://dbpedia.org/resource/Mark_Bonner,http://yago-knowledge.org/resource/Mark_Bonner,1.0
37,http://dbpedia.org/resource/Sofiane_Hanni,http://yago-knowledge.org/resource/Sofiane_Hanni,1.0
38,http://dbpedia.org/resource/Brian_Linighan,http://yago-knowledge.org/resource/Brian_Linighan,1.0
39,http://dbpedia.org/resource/Liam_Kearney,http://yago-knowledge.org/resource/Liam_Kearney,1.0
40,"http://dbpedia.org/resource/Amity,_Ohio","http://yago-knowledge.org/resource/Amity,_Ohio",1.0
41,http://dbpedia.org/resource/Sholver,http://yago-knowledge.org/resource/Sholver,1.0
42,http://dbpedia.org/resource/Nunhead,http://yago-knowledge.org/resource/Nunhead,1.0
43,http://dbpedia.org/resource/Sebastian_Seifert,http://yago-knowledge.org/resource/Sebastian_Seifert,1.0
44,http://dbpedia.org/resource/Luiz_Alberto_da_Silva_Oliveira,http://yago-knowledge.org/resource/Luiz_Alberto_da_Silva_Oliveira,1.0
45,http://dbpedia.org/resource/Carey_Talley,http://yago-knowledge.org/resource/Carey_Talley,1.0
46,http://dbpedia.org/resource/Indiana_Invaders,http://yago-knowledge.org/resource/Indiana_Invaders,1.0
47,http://dbpedia.org/resource/Marcel_Seip,http://yago-knowledge.org/resource/Marcel_Seip,1.0
48,http://dbpedia.org/resource/Jamie_Howell,http://yago-knowledge.org/resource/Jamie_Howell,1.0
49,"http://dbpedia.org/resource/Beard,_West_Virginia","http://yago-knowledge.org/resource/Beard,_West_Virginia",1.0
50,http://dbpedia.org/resource/Antonio_Marasco,http://yago-knowledge.org/resource/Antonio_Marasco,1.0
51,http://dbpedia.org/resource/Maurizio_Gaudino,http://yago-knowledge.org/resource/Maurizio_Gaudino,1.0
52,http://dbpedia.org/resource/Oumar_Dieng,http://yago-knowledge.org/resource/Oumar_Dieng,1.0
53,http://dbpedia.org/resource/Martin_Fillo,http://yago-knowledge.org/resource/Martin_Fillo,1.0
54,http://dbpedia.org/resource/Akbar_Misaghian,http://yago-knowledge.org/resource/Akbar_Misaghian,1.0
55,http://dbpedia.org/resource/Mircea_Lucescu,http://yago-knowledge.org/resource/Mircea_Lucescu,1.0
56,http://dbpedia.org/resource/Marco_Pischorn,http://yago-knowledge.org/resource/Marco_Pischorn,1.0
57,http://dbpedia.org/resource/Ali_Parvin,http://yago-knowledge.org/resource/Ali_Parvin,1.0
58,http://dbpedia.org/resource/Ilsinho,http://yago-knowledge.org/resource/Ilsinho,1.0
59,http://dbpedia.org/resource/Tamaz_Pertia,http://yago-knowledge.org/resource/Tamaz_Pertia,1.0
60,http://dbpedia.org/resource/San_Giuliano_Milanese,http://yago-knowledge.org/resource/San_Giuliano_Milanese,1.0
61,http://dbpedia.org/resource/Serginho_Baiano,http://yago-knowledge.org/resource/Serginho_Baiano,1.0
62,http://dbpedia.org/resource/Esporte_Clube_Novo_Hamburgo,http://yago-knowledge.org/resource/Esporte_Clube_Novo_Hamburgo,1.0
63,http://dbpedia.org/resource/Filippo_Porcari,http://yago-knowledge.org/resource/Filippo_Porcari,1.0
64,http://dbpedia.org/resource/Chong_Taldysuu,http://yago-knowledge.org/resource/Chong_Taldysuu,1.0
65,http://dbpedia.org/resource/Donja_Kravarica,http://yago-knowledge.org/resource/Donja_Kravarica,1.0
66,http://dbpedia.org/resource/Carlo_Mamo,http://yago-knowledge.org/resource/Carlo_Mamo,1.0
67,http://dbpedia.org/resource/Francesco_Zagatti,http://yago-knowledge.org/resource/Francesco_Zagatti,1.0
68,http://dbpedia.org/resource/Daraa,http://yago-knowledge.org/resource/Daraa,1.0
69,http://dbpedia.org/resource/Alessandro_Iacobucci,http://yago-knowledge.org/resource/Alessandro_Iacobucci,1.0
70,http://dbpedia.org/resource/Jiang_Jiajun,http://yago-knowledge.org/resource/Jiang_Jiajun,1.0
71,http://dbpedia.org/resource/Pascal_Gastien,http://yago-knowledge.org/resource/Pascal_Gastien,1.0
72,"http://dbpedia.org/resource/Godfrey_Road,_Florida","http://yago-knowledge.org/resource/Godfrey_Road,_Florida",1.0
73,http://dbpedia.org/resource/Ermis_Aradippou,http://yago-knowledge.org/resource/Ermis_Aradippou,1.0
74,http://dbpedia.org/resource/Justin_Fojo,http://yago-knowledge.org/resource/Justin_Fojo,1.0
75,http://dbpedia.org/resource/Hicham_Aboucherouane,http://yago-knowledge.org/resource/Hicham_Aboucherouane,1.0
76,http://dbpedia.org/resource/Albert_Dunlop,http://yago-knowledge.org/resource/Albert_Dunlop,1.0
77,http://dbpedia.org/resource/Mohammad_Reza_Heidarian,http://yago-knowledge.org/resource/Mohammad_Reza_Heidarian,1.0
78,http://dbpedia.org/resource/Zhora_Hovhannisyan,http://yago-knowledge.org/resource/Zhora_Hovhannisyan,1.0
79,http://dbpedia.org/resource/Keo_Sokngon,http://yago-knowledge.org/resource/Keo_Sokngon,1.0
80,http://dbpedia.org/resource/Anthony_Knockaert,http://yago-knowledge.org/resource/Anthony_Knockaert,1.0
81,http://dbpedia.org/resource/Southern_California_Seahorses,http://yago-knowledge.org/resource/Southern_California_Seahorses,1.0
82,http://dbpedia.org/resource/Harlan_Coben,http://yago-knowledge.org/resource/Harlan_Coben,1.0
83,http://dbpedia.org/resource/Gregor_Stevens,http://yago-knowledge.org/resource/Gregor_Stevens,1.0
84,"http://dbpedia.org/resource/Genesee,_Idaho","http://yago-knowledge.org/resource/Genesee,_Idaho",1.0
85,http://dbpedia.org/resource/World_Fantasy_Award,http://yago-knowledge.org/resource/World_Fantasy_Award,1.0
86,http://dbpedia.org/resource/Layla_Young,http://yago-knowledge.org/resource/Layla_Young,1.0
87,http://dbpedia.org/resource/Aluspah_Brewah,http://yago-knowledge.org/resource/Aluspah_Brewah,1.0
88,"http://dbpedia.org/resource/Turon,_Kansas","http://yago-knowledge.org/resource/Turon,_Kansas",1.0
89,http://dbpedia.org/resource/Dane_Saintus,http://yago-knowledge.org/resource/Dane_Saintus,1.0
90,http://dbpedia.org/resource/Dizgah,http://yago-knowledge.org/resource/Dizgah,1.0
91,http://dbpedia.org/resource/Jack_Butland,http://yago-knowledge.org/resource/Jack_Butland,1.0
92,http://dbpedia.org/resource/George_Buchan,http://yago-knowledge.org/resource/George_Buchan,1.0
93,http://dbpedia.org/resource/Tino_Berbig,http://yago-knowledge.org/resource/Tino_Berbig,1.0
94,http://dbpedia.org/resource/Cradley_Heath_F.C.,http://yago-knowledge.org/resource/Cradley_Heath_F.C.,1.0
95,http://dbpedia.org/resource/Islom_Inomov,http://yago-knowledge.org/resource/Islom_Inomov,1.0
96,http://dbpedia.org/resource/Garrett_Smith,http://yago-knowledge.org/resource/Garrett_Smith,1.0
97,http://dbpedia.org/resource/Rory_McKeown,http://yago-knowledge.org/resource/Rory_McKeown,1.0
98,http://dbpedia.org/resource/Richie_Powling,http://yago-knowledge.org/resource/Richie_Powling,1.0
99,http://dbpedia.org/resource/Roman_Buess,http://yago-knowledge.org/resource/Roman_Buess,1.0
100,http://dbpedia.org/resource/Jardel_Pereira_de_Souza,http://yago-knowledge.org/resource/Jardel_Pereira_de_Souza,1.0
101,http://dbpedia.org/resource/Maurizio_Domizzi,http://yago-knowledge.org/resource/Maurizio_Domizzi,1.0
102,http://dbpedia.org/resource/World_Horror_Convention_Grand_Master_Award,http://yago-knowledge.org/resource/World_Horror_Convention_Grand_Master_Award,1.0
103,http://dbpedia.org/resource/Konstantin_Mirchev,http://yago-knowledge.org/resource/Konstantin_Mirchev,1.0
104,http://dbpedia.org/resource/Vasile_Iordache,http://yago-knowledge.org/resource/Vasile_Iordache,1.0
105,http://dbpedia.org/resource/Fulvio_Pea,http://yago-knowledge.org/resource/Fulvio_Pea,1.0
106,http://dbpedia.org/resource/Bondey,http://yago-knowledge.org/resource/Bondey,1.0
107,http://dbpedia.org/resource/Ballybofey,http://yago-knowledge.org/resource/Ballybofey,1.0
108,http://dbpedia.org/resource/Lorenzo_Crisetig,http://yago-knowledge.org/resource/Lorenzo_Crisetig,1.0
109,"http://dbpedia.org/resource/Maynard,_Arkansas","http://yago-knowledge.org/resource/Maynard,_Arkansas",1.0
110,http://dbpedia.org/resource/Fabijan_Cipot,http://yago-knowledge.org/resource/Fabijan_Cipot,1.0
111,http://dbpedia.org/resource/Kevin_Lefranc,http://yago-knowledge.org/resource/Kevin_Lefranc,1.0
112,http://dbpedia.org/resource/Hassan_El_Fakiri,http://yago-knowledge.org/resource/Hassan_El_Fakiri,1.0
113,http://dbpedia.org/resource/Even_Hovland,http://yago-knowledge.org/resource/Even_Hovland,1.0
114,http://dbpedia.org/resource/Trevor_Challis,http://yago-knowledge.org/resource/Trevor_Challis,1.0
115,http://dbpedia.org/resource/Glenn_Helder,http://yago-knowledge.org/resource/Glenn_Helder,1.0
116,http://dbpedia.org/resource/Ivan_Cesar_Asenjo,http://yago-knowledge.org/resource/Ivan_Cesar_Asenjo,1.0
117,http://dbpedia.org/resource/John_Goodall,http://yago-knowledge.org/resource/John_Goodall,1.0
118,http://dbpedia.org/resource/Janek_Meet,http://yago-knowledge.org/resource/Janek_Meet,1.0
119,http://dbpedia.org/resource/Khorramabad,http://yago-knowledge.org/resource/Khorramabad,1.0
120,http://dbpedia.org/resource/Steffen_Kielstrup,http://yago-knowledge.org/resource/Steffen_Kielstrup,1.0
121,http://dbpedia.org/resource/Qiu_Li,http://yago-knowledge.org/resource/Qiu_Li,1.0
122,http://dbpedia.org/resource/Chakib_Benzoukane,http://yago-knowledge.org/resource/Chakib_Benzoukane,1.0
123,http://dbpedia.org/resource/SO_Cassis_Carnoux,http://yago-knowledge.org/resource/SO_Cassis_Carnoux,1.0
124,http://dbpedia.org/resource/Castleford_Town_F.C.,http://yago-knowledge.org/resource/Castleford_Town_F.C.,1.0
125,http://dbpedia.org/resource/Dramitse,http://yago-knowledge.org/resource/Dramitse,1.0
126,http://dbpedia.org/resource/Alex_Miller,http://yago-knowledge.org/resource/Alex_Miller,1.0
127,http://dbpedia.org/resource/Astin_Dar-e_Sofla,http://yago-knowledge.org/resource/Astin_Dar-e_Sofla,1.0
128,http://dbpedia.org/resource/Alan_Pouton,http://yago-knowledge.org/resource/Alan_Pouton,1.0
129,http://dbpedia.org/resource/Mario_Kirev,http://yago-knowledge.org/resource/Mario_Kirev,1.0
130,http://dbpedia.org/resource/Jan_Kristiansen,http://yago-knowledge.org/resource/Jan_Kristiansen,1.0
131,http://dbpedia.org/resource/Liverpool_F.C._(Montevideo),http://yago-knowledge.org/resource/Liverpool_F.C._(Montevideo),1.0
132,http://dbpedia.org/resource/Brian_Rice,http://yago-knowledge.org/resource/Brian_Rice,1.0
133,"http://dbpedia.org/resource/St._Hedwig,_Texas","http://yago-knowledge.org/resource/St._Hedwig,_Texas",1.0
134,http://dbpedia.org/resource/Alessandro_Lucarelli,http://yago-knowledge.org/resource/Alessandro_Lucarelli,1.0
135,http://dbpedia.org/resource/Tarmo_Kink,http://yago-knowledge.org/resource/Tarmo_Kink,1.0
136,http://dbpedia.org/resource/Ross_Aloisi,http://yago-knowledge.org/resource/Ross_Aloisi,1.0
137,http://dbpedia.org/resource/Elias_Valderhaug,http://yago-knowledge.org/resource/Elias_Valderhaug,1.0
138,http://dbpedia.org/resource/Dominik_Jakubek,http://yago-knowledge.org/resource/Dominik_Jakubek,1.0
139,http://dbpedia.org/resource/Danny_Reuther,http://yago-knowledge.org/resource/Danny_Reuther,1.0
140,http://dbpedia.org/resource/Joel_Camargo,http://yago-knowledge.org/resource/Joel_Camargo,1.0
141,http://dbpedia.org/resource/Justin_Meram,http://yago-knowledge.org/resource/Justin_Meram,1.0
142,http://dbpedia.org/resource/Prix_mondial_Cino_Del_Duca,http://yago-knowledge.org/resource/Prix_mondial_Cino_Del_Duca,1.0
143,http://dbpedia.org/resource/Brian_Laudrup,http://yago-knowledge.org/resource/Brian_Laudrup,1.0
144,"http://dbpedia.org/resource/Neshkoro,_Wisconsin","http://yago-knowledge.org/resource/Neshkoro,_Wisconsin",1.0
145,http://dbpedia.org/resource/Lithuania_national_football_team,http://yago-knowledge.org/resource/Lithuania_national_football_team,1.0
146,http://dbpedia.org/resource/Teet_Allas,http://yago-knowledge.org/resource/Teet_Allas,1.0
147,http://dbpedia.org/resource/Tyre_District,http://yago-knowledge.org/resource/Tyre_District,1.0
148,http://dbpedia.org/resource/Alfons_Novickis,http://yago-knowledge.org/resource/Alfons_Novickis,1.0
149,http://dbpedia.org/resource/Omer_Damari,http://yago-knowledge.org/resource/Omer_Damari,1.0
150,http://dbpedia.org/resource/Renacimiento_FC,http://yago-knowledge.org/resource/Renacimiento_FC,1.0
151,http://dbpedia.org/resource/Darren_Barr,http://yago-knowledge.org/resource/Darren_Barr,1.0
152,http://dbpedia.org/resource/Chicago_Sting,http://yago-knowledge.org/resource/Chicago_Sting,1.0
153,http://dbpedia.org/resource/Daphu,http://yago-knowledge.org/resource/Daphu,1.0
154,http://dbpedia.org/resource/Bonn,http://yago-knowledge.org/resource/Bonn,1.0
155,http://dbpedia.org/resource/Kent,"http://yago-knowledge.org/resource/Kent,_Washington",1.0
156,http://dbpedia.org/resource/Ivano_Bonetti,http://yago-knowledge.org/resource/Ivano_Bonetti,1.0
157,http://dbpedia.org/resource/Anon_Sangsanoi,http://yago-knowledge.org/resource/Anon_Sangsanoi,1.0
158,http://dbpedia.org/resource/Harry_Cann,http://yago-knowledge.org/resource/Harry_Cann,1.0
159,http://dbpedia.org/resource/Francis_Gillot,http://yago-knowledge.org/resource/Francis_Gillot,1.0
160,http://dbpedia.org/resource/Yigal_Antebi,http://yago-knowledge.org/resource/Yigal_Antebi,1.0
161,http://dbpedia.org/resource/Albano_Bizzarri,http://yago-knowledge.org/resource/Albano_Bizzarri,1.0
162,http://dbpedia.org/resource/Antonio_Nocerino,http://yago-knowledge.org/resource/Antonio_Nocerino,1.0
163,http://dbpedia.org/resource/John_Lesko,http://yago-knowledge.org/resource/John_Lesko,1.0
164,http://dbpedia.org/resource/Ronieli_Gomes_dos_Santos,http://yago-knowledge.org/resource/Ronieli_Gomes_dos_Santos,1.0
165,http://dbpedia.org/resource/Mandjou_Keita,http://yago-knowledge.org/resource/Mandjou_Keita,1.0
166,http://dbpedia.org/resource/Solehin_Kanasian_Abdullah,http://yago-knowledge.org/resource/Solehin_Kanasian_Abdullah,1.0
167,http://dbpedia.org/resource/Ahmad_Reza_Abedzadeh,http://yago-knowledge.org/resource/Ahmad_Reza_Abedzadeh,1.0
168,http://dbpedia.org/resource/Szeto_Man_Chun,http://yago-knowledge.org/resource/Szeto_Man_Chun,1.0
169,"http://dbpedia.org/resource/Green_Isle,_Minnesota","http://yago-knowledge.org/resource/Green_Isle,_Minnesota",1.0
170,http://dbpedia.org/resource/Lovnik,http://yago-knowledge.org/resource/Lovnik,1.0
171,http://dbpedia.org/resource/James_McPake,http://yago-knowledge.org/resource/James_McPake,1.0
172,http://dbpedia.org/resource/Pavel_Malcharek,http://yago-knowledge.org/resource/Pavel_Malcharek,1.0
173,http://dbpedia.org/resource/Colin_Greenland,http://yago-knowledge.org/resource/Colin_Greenland,1.0
174,http://dbpedia.org/resource/Luca_Bellisomo,http://yago-knowledge.org/resource/Luca_Bellisomo,1.0
175,http://dbpedia.org/resource/Rod_Fanni,http://yago-knowledge.org/resource/Rod_Fanni,1.0
176,http://dbpedia.org/resource/Joe_Oastler,http://yago-knowledge.org/resource/Joe_Oastler,1.0
177,http://dbpedia.org/resource/Lau_Cheuk_Hin,http://yago-knowledge.org/resource/Lau_Cheuk_Hin,1.0
178,http://dbpedia.org/resource/Mark_Schulte,http://yago-knowledge.org/resource/Mark_Schulte,1.0
179,"http://dbpedia.org/resource/Kaibito,_Arizona","http://yago-knowledge.org/resource/Kaibito,_Arizona",1.0
180,http://dbpedia.org/resource/Alejandro_Bedoya,http://yago-knowledge.org/resource/Alejandro_Bedoya,1.0
181,http://dbpedia.org/resource/Garry_Bocaly,http://yago-knowledge.org/resource/Garry_Bocaly,1.0
182,http://dbpedia.org/resource/Igor_Duljaj,http://yago-knowledge.org/resource/Igor_Duljaj,1.0
183,http://dbpedia.org/resource/Zonguldak,http://yago-knowledge.org/resource/Zonguldak,1.0
184,http://dbpedia.org/resource/Mudford,http://yago-knowledge.org/resource/Mudford,1.0
185,http://dbpedia.org/resource/Dietmar_Bruck,http://yago-knowledge.org/resource/Dietmar_Bruck,1.0
186,http://dbpedia.org/resource/Don_Bosco_SC,http://yago-knowledge.org/resource/Don_Bosco_SC,1.0
187,http://dbpedia.org/resource/Chislehurst,http://yago-knowledge.org/resource/Chislehurst,1.0
188,http://dbpedia.org/resource/Steeven_Langil,http://yago-knowledge.org/resource/Steeven_Langil,1.0
189,http://dbpedia.org/resource/Yeung_Ka_Ching,http://yago-knowledge.org/resource/Yeung_Ka_Ching,1.0
190,http://dbpedia.org/resource/Fakhreddine_Galbi,http://yago-knowledge.org/resource/Fakhreddine_Galbi,1.0
191,http://dbpedia.org/resource/Christian_Brink,http://yago-knowledge.org/resource/Christian_Brink,1.0
192,http://dbpedia.org/resource/Alistair_John,http://yago-knowledge.org/resource/Alistair_John,1.0
193,http://dbpedia.org/resource/Johnny_Menyongar,http://yago-knowledge.org/resource/Johnny_Menyongar,1.0
194,http://dbpedia.org/resource/Preston_Burpo,http://yago-knowledge.org/resource/Preston_Burpo,1.0
195,http://dbpedia.org/resource/Souleymane_Diawara,http://yago-knowledge.org/resource/Souleymane_Diawara,1.0
196,http://dbpedia.org/resource/Keith_Pontin,http://yago-knowledge.org/resource/Keith_Pontin,1.0
197,"http://dbpedia.org/resource/Lehi,_Utah","http://yago-knowledge.org/resource/Lehi,_Utah",1.0
198,http://dbpedia.org/resource/Giuseppe_Bellusci,http://yago-knowledge.org/resource/Giuseppe_Bellusci,1.0
199,http://dbpedia.org/resource/Christian_Bassila,http://yago-knowledge.org/resource/Christian_Bassila,1.0
200,http://dbpedia.org/resource/Igor_Lolo,http://yago-knowledge.org/resource/Igor_Lolo,1.0
201,http://dbpedia.org/resource/Fabio_Firmani,http://yago-knowledge.org/resource/Fabio_Firmani,1.0
202,http://dbpedia.org/resource/Chan_Kok_Heng,http://yago-knowledge.org/resource/Chan_Kok_Heng,1.0
203,http://dbpedia.org/resource/Ola_By_Rise,http://yago-knowledge.org/resource/Ola_By_Rise,1.0
204,http://dbpedia.org/resource/John_Karelse,http://yago-knowledge.org/resource/John_Karelse,1.0
205,http://dbpedia.org/resource/Stephen_Brennan,http://yago-knowledge.org/resource/Stephen_Brennan,1.0
206,http://dbpedia.org/resource/Charles_Broadhurst,http://yago-knowledge.org/resource/Charles_Broadhurst,1.0
207,http://dbpedia.org/resource/Aleksandar_Todorovski,http://yago-knowledge.org/resource/Aleksandar_Todorovski,1.0
208,http://dbpedia.org/resource/Glyn_Hodges,http://yago-knowledge.org/resource/Glyn_Hodges,1.0
209,http://dbpedia.org/resource/Caroline_Pizzala,http://yago-knowledge.org/resource/Caroline_Pizzala,1.0
210,http://dbpedia.org/resource/Egypt_national_football_team,http://yago-knowledge.org/resource/Egypt_national_football_team,1.0
211,http://dbpedia.org/resource/Kiril_Ivkov,http://yago-knowledge.org/resource/Kiril_Ivkov,1.0
212,http://dbpedia.org/resource/Okan_Alkan,http://yago-knowledge.org/resource/Okan_Alkan,1.0
213,http://dbpedia.org/resource/Leandro_Coronel,http://yago-knowledge.org/resource/Leandro_Coronel,1.0
214,"http://dbpedia.org/resource/Hominy_Falls,_West_Virginia","http://yago-knowledge.org/resource/Hominy_Falls,_West_Virginia",1.0
215,http://dbpedia.org/resource/Vicente_Engonga,http://yago-knowledge.org/resource/Vicente_Engonga,1.0
216,"http://dbpedia.org/resource/Montevallo,_Alabama","http://yago-knowledge.org/resource/Montevallo,_Alabama",1.0
217,http://dbpedia.org/resource/Coruxo_FC,http://yago-knowledge.org/resource/Coruxo_FC,1.0
218,http://dbpedia.org/resource/Mauro_Facci,http://yago-knowledge.org/resource/Mauro_Facci,1.0
219,http://dbpedia.org/resource/Frederikshavn,http://yago-knowledge.org/resource/Frederikshavn,1.0
220,"http://dbpedia.org/resource/Choctaw,_Illinois","http://yago-knowledge.org/resource/Choctaw,_Illinois",1.0
221,http://dbpedia.org/resource/Jesper_Hjorth,http://yago-knowledge.org/resource/Jesper_Hjorth,1.0
222,http://dbpedia.org/resource/Fall_River_United,http://yago-knowledge.org/resource/Fall_River_United,1.0
223,http://dbpedia.org/resource/Roberto_Donadoni,http://yago-knowledge.org/resource/Roberto_Donadoni,1.0
224,http://dbpedia.org/resource/Hanam,http://yago-knowledge.org/resource/Hanam,1.0
225,http://dbpedia.org/resource/Petros_Konnafis,http://yago-knowledge.org/resource/Petros_Konnafis,1.0
226,http://dbpedia.org/resource/Franz_Burgmeier,http://yago-knowledge.org/resource/Franz_Burgmeier,1.0
227,http://dbpedia.org/resource/Faenza,http://yago-knowledge.org/resource/Faenza,1.0
228,http://dbpedia.org/resource/Amani_Walker,http://yago-knowledge.org/resource/Amani_Walker,1.0
229,"http://dbpedia.org/resource/Marble_Falls,_Texas","http://yago-knowledge.org/resource/Marble_Falls,_Texas",1.0
230,http://dbpedia.org/resource/Lee_Chi_Ho,http://yago-knowledge.org/resource/Lee_Chi_Ho,1.0
231,http://dbpedia.org/resource/Poolewe,http://yago-knowledge.org/resource/Poolewe,1.0
232,"http://dbpedia.org/resource/Centuria,_Wisconsin","http://yago-knowledge.org/resource/Centuria,_Wisconsin",1.0
233,http://dbpedia.org/resource/Andrea_Mancini,http://yago-knowledge.org/resource/Andrea_Mancini,1.0
234,"http://dbpedia.org/resource/Hubbell,_Michigan","http://yago-knowledge.org/resource/Hubbell,_Michigan",1.0
235,http://dbpedia.org/resource/Kurt_Morsink,http://yago-knowledge.org/resource/Kurt_Morsink,1.0
236,http://dbpedia.org/resource/Cormons,http://yago-knowledge.org/resource/Cormons,1.0
237,http://dbpedia.org/resource/Low_Coniscliffe,http://yago-knowledge.org/resource/Low_Coniscliffe,1.0
238,http://dbpedia.org/resource/Sylvain_Legwinski,http://yago-knowledge.org/resource/Sylvain_Legwinski,1.0
239,http://dbpedia.org/resource/Abdelhakim_Serrar,http://yago-knowledge.org/resource/Abdelhakim_Serrar,1.0
240,http://dbpedia.org/resource/Kweneng_District,http://yago-knowledge.org/resource/Kweneng_District,1.0
241,http://dbpedia.org/resource/Ulsteinvik,http://yago-knowledge.org/resource/Ulsteinvik,1.0
242,http://dbpedia.org/resource/Matthew_O'Connor,http://yago-knowledge.org/resource/Matthew_O'Connor,1.0
243,http://dbpedia.org/resource/Admir_Kecap,http://yago-knowledge.org/resource/Admir_Kecap,1.0
244,http://dbpedia.org/resource/Jorge_Carrascosa,http://yago-knowledge.org/resource/Jorge_Carrascosa,1.0
245,http://dbpedia.org/resource/Mutiu_Adepoju,http://yago-knowledge.org/resource/Mutiu_Adepoju,1.0
246,http://dbpedia.org/resource/Plateau_United_F.C.,http://yago-knowledge.org/resource/Plateau_United_F.C.,1.0
247,http://dbpedia.org/resource/Manbij,http://yago-knowledge.org/resource/Manbij,1.0
248,http://dbpedia.org/resource/Kris_De_Wree,http://yago-knowledge.org/resource/Kris_De_Wree,1.0
249,http://dbpedia.org/resource/Claudio_Gentile,http://yago-knowledge.org/resource/Claudio_Gentile,1.0
250,http://dbpedia.org/resource/Harrowgate_Village,http://yago-knowledge.org/resource/Harrowgate_Village,1.0
251,http://dbpedia.org/resource/Ilario_Aloe,http://yago-knowledge.org/resource/Ilario_Aloe,1.0
252,http://dbpedia.org/resource/Iran_national_beach_soccer_team,http://yago-knowledge.org/resource/Iran_national_beach_soccer_team,1.0
253,http://dbpedia.org/resource/Kristof_D'haene,http://yago-knowledge.org/resource/Kristof_D'haene,1.0
